mukey,hzdept_r,hzdepb_r,sandtotal_r,silttotal_r,claytotal_r,om_r
1383639,55.833333333333336,89.66666666666667,63.216666666666676,20.2,16.583333333333332,0.5416666666666666
1383641,24.5,74.0,77.825,16.175,6.0,0.5125
1383642,62.833333333333336,96.66666666666667,28.291666666666668,29.625000000000004,42.083333333333336,1.4166666666666667
1383654,43.10526315789474,69.78947368421052,75.98421052631578,15.884210526315787,8.131578947368421,0.7105263157894737
1383658,26.0,46.0,91.21428571428574,4.071428571428571,4.714285714285714,1.1214285714285714
1383660,26.0,46.0,91.21428571428571,4.071428571428571,4.714285714285714,1.1214285714285714
1383662,28.0,47.0,74.67500000000001,15.325000000000001,10.0,0.9375
1383663,43.611111111111114,74.44444444444444,71.82222222222222,19.511111111111106,8.61111111111111,0.7361111111111112
1383664,49.8,89.8,69.76,17.64,12.6,0.55
1383665,44.4,76.53333333333333,76.01333333333334,9.720000000000002,14.266666666666667,0.85
1383778,51.333333333333336,84.66666666666667,71.18333333333334,19.900000000000002,8.916666666666666,0.5833333333333334
1383779,51.333333333333336,84.66666666666667,71.18333333333334,19.900000000000002,8.916666666666666,0.5833333333333334
1383780,51.333333333333336,84.66666666666667,71.18333333333334,19.900000000000002,8.916666666666666,0.5833333333333334
1383781,48.53846153846154,75.84615384615384,88.97692307692309,6.1,4.923076923076923,0.46153846153846156
1383783,63.833333333333336,96.83333333333333,55.550000000000004,36.949999999999996,7.5,0.4583333333333333
1383784,63.833333333333336,96.83333333333333,55.550000000000004,36.949999999999996,7.5,0.4583333333333333
1383879,52.666666666666664,81.73333333333333,74.67999999999999,15.886666666666665,9.433333333333334,0.6
1383907,52.416666666666664,75.08333333333333,65.675,24.49166666666667,9.833333333333334,0.6666666666666666
1383908,52.416666666666664,75.08333333333333,65.675,24.491666666666664,9.833333333333334,0.6666666666666666
1383943,40.53846153846154,65.53846153846153,81.17692307692307,6.976923076923076,4.153846153846154,6.673076923076923
1383944,40.53846153846154,65.53846153846153,81.17692307692307,6.976923076923076,4.153846153846154,6.673076923076923
1383945,40.53846153846154,65.53846153846153,81.17692307692309,6.976923076923078,4.153846153846154,6.673076923076923
1383946,29.636363636363637,57.27272727272727,72.77272727272727,19.227272727272727,8.0,1.0454545454545454
1383947,52.6,79.0,64.16666666666667,21.866666666666664,13.966666666666667,0.55
1383948,52.6,79.0,64.16666666666667,21.866666666666664,13.966666666666667,0.55
1383949,57.6,92.1,76.74000000000001,15.760000000000002,7.5,3.275
1383950,39.30769230769231,77.53846153846153,51.20769230769231,33.52307692307692,7.576923076923077,5.0
1383951,31.0,61.4,96.0,2.0,2.0,0.45
1383952,38.2,68.3,74.72,17.029999999999998,8.25,0.705
1383953,38.2,68.3,74.72,17.029999999999998,8.25,0.705
1383954,38.2,68.3,74.72,17.03,8.25,0.705
1383955,86.0,152.0,63.15,29.099999999999998,7.75,0.5
1383960,64.28571428571429,92.14285714285714,78.47142857142856,12.885714285714286,8.642857142857142,1.0
1383993,45.76923076923077,73.07692307692308,77.92307692307692,14.115384615384613,7.961538461538462,0.6538461538461539
1383995,40.666666666666664,66.0,68.43333333333334,21.316666666666666,10.25,0.7083333333333334
1383996,40.666666666666664,66.0,68.43333333333334,21.316666666666666,10.25,0.7083333333333334
1384446,68.375,93.5,69.375,20.0,10.625,0.46875
1390187,24.75,75.5,36.3,50.575,13.125,0.8125
1444363,30.333333333333332,64.16666666666667,90.38333333333333,5.283333333333332,4.333333333333333,0.8333333333333334
1444364,30.333333333333332,64.16666666666667,90.38333333333333,5.283333333333332,4.333333333333333,0.8333333333333334
1444373,36.026315789473685,67.60526315789474,63.60526315789474,30.236842105263158,6.157894736842105,0.881578947368421
1444374,37.333333333333336,62.666666666666664,71.78333333333335,19.71666666666667,8.5,0.8333333333333334
1444375,37.333333333333336,62.666666666666664,71.78333333333335,19.71666666666667,8.5,0.8333333333333334
1444376,37.5,56.5,72.4375,18.75,8.8125,0.75
1444377,42.9,76.35,65.97999999999999,23.944999999999997,10.075,0.6625
1444378,50.0,73.28571428571429,63.528571428571425,20.757142857142856,15.714285714285714,0.5
1444379,50.0,73.28571428571429,63.528571428571425,20.757142857142856,15.714285714285714,0.5
1444383,23.8,54.2,76.72,16.88,6.4,0.95
1444384,23.8,54.2,76.72,16.88,6.4,0.95
1444385,23.8,54.2,76.72,16.88,6.4,0.95
1444386,39.5,76.75,87.375,6.625,6.0,0.5125
1444387,39.5,76.75,87.375,6.625,6.0,0.5125
1444388,41.285714285714285,63.0,70.67142857142858,11.185714285714283,18.142857142857142,0.7142857142857143
1444389,39.714285714285715,61.42857142857143,25.428571428571427,63.85714285714285,10.714285714285714,0.6785714285714286
1444390,39.714285714285715,61.42857142857143,25.428571428571427,63.85714285714285,10.714285714285714,0.6785714285714286
1444395,27.2,67.8,24.52,39.48,36.0,1.1
1444396,27.2,67.8,24.52,39.48,36.0,1.1
1444397,27.2,67.8,24.52,39.48,36.0,1.1
1444401,49.8,89.8,69.76,17.64,12.6,0.55
1444402,71.0,152.0,50.0,40.0,10.0,0.25
1444409,47.166666666666664,72.5,67.48333333333333,22.516666666666666,10.0,0.5
1444410,58.42857142857143,87.0,62.88571428571429,28.542857142857144,8.571428571428571,0.7142857142857143
1444411,38.75,64.125,64.375,16.875,6.25,9.5625
1444413,38.0,88.75,76.275,14.225,9.5,1.0
1444414,91.33333333333333,142.66666666666666,66.73333333333333,18.933333333333334,14.333333333333334,0.25
1444420,47.6,75.0,93.6,1.4,5.0,1.3
1444421,57.6,92.1,76.74000000000001,15.760000000000002,7.5,3.275
1444425,53.166666666666664,86.33333333333333,23.8,31.741666666666664,44.458333333333336,0.6875
1444426,50.833333333333336,84.66666666666667,28.258333333333336,39.699999999999996,32.041666666666664,0.75
1444427,59.166666666666664,89.66666666666667,42.35,30.983333333333334,26.666666666666668,0.7083333333333334
1444428,59.166666666666664,89.66666666666667,42.35,30.983333333333334,26.666666666666668,0.7083333333333334
1444431,32.2,62.6,94.47999999999999,3.12,2.4,0.9099999999999999
1444432,68.375,93.5,69.375,20.0,10.625,0.46875
1444435,46.857142857142854,68.57142857142857,66.57142857142857,19.428571428571427,14.0,0.7142857142857143
1444436,21.4,51.8,74.82000000000001,18.38,6.8,1.2
1444437,40.666666666666664,66.0,68.43333333333334,21.316666666666666,10.25,0.7083333333333334
1444438,40.666666666666664,66.0,68.43333333333334,21.316666666666666,10.25,0.7083333333333334
1444440,64.28571428571429,92.14285714285714,78.47142857142856,12.885714285714286,8.642857142857142,1.0
1444441,45.8,76.2,29.82,31.879999999999995,38.3,2.05
1444442,45.375,88.125,70.8375,20.037499999999998,9.125,4.53125
1444443,24.5,74.0,77.825,16.175,6.0,0.5125
1444449,47.36363636363637,79.63636363636364,22.963636363636365,40.53636363636363,36.5,1.2045454545454546
1444453,31.8,67.3,86.09,9.41,4.5,0.7849999999999999
1444454,44.92307692307692,73.84615384615384,82.57692307692308,5.423076923076923,4.3076923076923075,6.576923076923077
1444455,44.92307692307692,73.84615384615384,82.57692307692308,5.423076923076923,4.3076923076923075,6.576923076923077
1444456,44.92307692307692,73.84615384615384,82.57692307692308,5.423076923076923,4.3076923076923075,6.576923076923077
1444457,18.0,37.0,88.35,9.15,2.5,0.75
1444459,20.8,37.6,69.85999999999999,21.839999999999996,8.3,0.8
1444460,30.77777777777778,49.888888888888886,56.411111111111104,23.922222222222224,19.666666666666668,1.2777777777777777
1444461,24.0,41.77777777777778,72.0,18.555555555555557,9.444444444444445,0.8611111111111112
1444463,45.0,82.25,91.9,3.0999999999999996,5.0,0.8
1444464,52.0,81.0,66.02857142857144,28.728571428571428,5.314285714285714,0.8428571428571427
1444465,52.0,81.0,66.02857142857144,28.728571428571428,5.314285714285714,0.8428571428571427
1444467,45.76923076923077,73.07692307692308,77.92307692307692,14.115384615384613,7.961538461538462,0.6538461538461539
1444468,45.76923076923077,73.07692307692308,77.92307692307692,14.115384615384615,7.961538461538462,0.6538461538461539
1444469,45.76923076923077,73.07692307692308,77.92307692307692,14.115384615384615,7.961538461538462,0.6538461538461539
1444470,47.8,77.2,89.7,6.0,4.3,0.6
1444471,47.8,77.2,89.7,6.0,4.3,0.6
1444473,47.8,77.2,89.7,6.0,4.3,0.6
1444474,47.166666666666664,72.5,63.666666666666664,26.083333333333332,10.25,0.625
1444476,36.5,61.833333333333336,71.06666666666668,19.933333333333334,9.0,0.9166666666666666
1444477,49.8421052631579,76.52631578947368,84.17894736842106,8.136842105263158,7.684210526315789,0.8315789473684211
1444478,49.8421052631579,76.52631578947368,84.17894736842103,8.13684210526316,7.684210526315789,0.8315789473684211
1444479,46.166666666666664,71.5,59.48333333333334,27.100000000000005,13.416666666666666,0.875
1444480,46.166666666666664,71.5,59.48333333333334,27.100000000000005,13.416666666666666,0.875
1444481,50.31578947368421,79.42105263157895,64.27368421052631,16.094736842105263,19.63157894736842,0.7289473684210526
1444482,50.31578947368421,79.42105263157895,64.27368421052631,16.094736842105263,19.63157894736842,0.7289473684210526
1444485,51.142857142857146,80.14285714285714,65.42857142857143,28.857142857142858,5.6000000000000005,1.0
1444486,39.22222222222222,78.66666666666667,45.51111111111111,25.655555555555555,28.833333333333332,1.0
1444487,35.833333333333336,65.41666666666667,45.01666666666666,24.066666666666666,30.916666666666668,0.8541666666666666
1444488,35.833333333333336,65.41666666666667,45.01666666666667,24.066666666666666,30.916666666666668,0.8541666666666666
1444489,47.0,76.52941176470588,85.04117647058823,7.01764705882353,7.9411764705882355,0.7558823529411766
1444490,52.416666666666664,75.08333333333333,65.675,24.49166666666667,9.833333333333334,0.6666666666666666
1444491,52.416666666666664,75.08333333333333,65.675,24.49166666666667,9.833333333333334,0.6666666666666666
1444492,52.611111111111114,83.33333333333333,63.32777777777778,16.422222222222224,20.25,0.825
1444493,18.2,48.0,73.8,14.4,11.8,1.8
1444495,38.142857142857146,59.857142857142854,52.785714285714285,38.5,8.714285714285714,0.7857142857142857
1444506,48.53846153846154,75.84615384615384,88.97692307692309,6.1,4.923076923076923,0.46153846153846156
1444507,48.53846153846154,75.84615384615384,88.97692307692309,6.1,4.923076923076923,0.46153846153846156
1444513,40.666666666666664,66.0,68.43333333333334,21.316666666666666,10.25,0.7083333333333334
1444514,40.666666666666664,66.0,68.43333333333334,21.316666666666666,10.25,0.7083333333333334
1444517,25.058823529411764,54.88235294117647,85.29411764705881,9.882352941176471,4.823529411764706,0.9411764705882353
1444518,25.058823529411764,54.88235294117647,85.29411764705883,9.88235294117647,4.823529411764706,0.9411764705882353
1444519,25.058823529411764,54.88235294117647,85.29411764705881,9.882352941176471,4.823529411764706,0.9411764705882353
1444521,38.90909090909091,75.81818181818181,20.554545454545455,43.99090909090909,35.45454545454545,0.7727272727272727
1444523,56.5,81.71428571428571,68.97142857142858,20.564285714285717,10.464285714285714,0.5714285714285714
1444524,56.5,81.71428571428571,68.97142857142858,20.564285714285717,10.464285714285714,0.5714285714285714
1444535,30.0,59.4,86.22,10.18,3.6,0.6900000000000001
1444551,40.53846153846154,65.53846153846153,81.17692307692309,6.976923076923078,4.153846153846154,6.673076923076923
1444552,40.53846153846154,65.53846153846153,81.17692307692307,6.976923076923076,4.153846153846154,6.673076923076923
1444553,40.53846153846154,65.53846153846153,81.17692307692309,6.976923076923078,4.153846153846154,6.673076923076923
1444554,29.636363636363637,57.27272727272727,72.77272727272727,19.227272727272727,8.0,1.0454545454545454
1444557,57.6,92.1,76.74,15.76,7.5,3.275
1444558,39.30769230769231,77.53846153846153,51.20769230769231,33.52307692307692,7.576923076923077,5.0
1444560,38.2,68.3,74.72,17.029999999999998,8.25,0.705
1444561,38.2,68.3,74.72,17.029999999999998,8.25,0.705
1444562,38.2,68.3,74.72,17.029999999999998,8.25,0.705
1444563,86.0,152.0,63.15,29.099999999999998,7.75,0.5
1444566,34.857142857142854,75.71428571428571,76.92857142857143,17.714285714285715,5.357142857142857,2.692857142857143
1444567,38.5,72.33333333333333,27.099999999999998,49.73333333333333,24.833333333333332,0.75
1444568,38.5,72.33333333333333,27.099999999999998,49.73333333333333,24.833333333333332,0.75
1444569,38.5,72.33333333333333,26.099999999999998,48.73333333333333,26.833333333333332,0.75
1444573,50.38461538461539,81.61538461538461,19.62307692307693,54.376923076923084,25.923076923076923,0.8461538461538461
1444580,38.666666666666664,72.5,40.0,54.0,6.0,1.1083333333333332
1444583,38.666666666666664,72.5,40.0,54.0,6.0,1.1083333333333332
1444584,52.57142857142857,81.57142857142857,14.185714285714283,55.81428571428571,29.142857142857142,0.9285714285714286
1444585,28.0,78.66666666666667,94.53333333333335,1.6333333333333335,3.8333333333333335,0.75
1444586,49.0,99.0,96.0,1.5,2.5,0.5
1444587,26.0,64.0,93.6,1.4,5.0,1.1375
1444592,42.285714285714285,71.28571428571429,37.857142857142854,56.214285714285715,5.928571428571429,1.0214285714285714
1444598,39.0,64.33333333333333,50.333333333333336,42.833333333333336,6.833333333333333,0.9166666666666666
1444677,43.166666666666664,77.0,25.11666666666667,50.300000000000004,24.583333333333332,0.75
1529830,28.0,78.66666666666667,94.53333333333335,1.6333333333333335,3.8333333333333335,0.75
1542698,46.18181818181818,96.36363636363636,22.59090909090909,69.45454545454545,7.954545454545454,49.05681818181818
1542699,91.0,152.0,32.7,56.8,10.5,0.75
1542701,37.2,77.8,33.96,57.14,8.9,1.65
1542702,36.833333333333336,58.0,74.78333333333335,18.549999999999997,6.666666666666667,0.9583333333333334
1542704,52.0,77.0,69.07142857142857,23.928571428571427,7.0,0.5714285714285714
1542705,38.42857142857143,60.142857142857146,44.028571428571425,47.82857142857143,8.142857142857142,0.8214285714285714
1542707,40.285714285714285,69.28571428571429,49.92857142857143,39.714285714285715,10.357142857142858,0.6071428571428571
1542709,40.285714285714285,69.28571428571429,49.92857142857143,39.714285714285715,10.357142857142858,0.6071428571428571
1542710,40.285714285714285,69.28571428571429,49.92857142857143,39.714285714285715,10.357142857142858,0.6071428571428571
1542713,45.375,88.125,70.83749999999999,20.037499999999998,9.125,4.53125
1542714,38.38461538461539,65.6923076923077,46.88461538461539,45.65384615384615,7.461538461538462,0.9346153846153846
1542715,39.53846153846154,70.76923076923077,45.34615384615385,46.30769230769231,8.346153846153847,0.8384615384615385
1542716,39.53846153846154,70.76923076923077,45.34615384615385,46.30769230769231,8.346153846153847,0.8384615384615385
1589706,60.6,99.6,68.72,22.080000000000002,9.2,0.65
1601897,24.5,74.0,77.825,16.175,6.0,0.5125
1601898,31.181818181818183,58.81818181818182,74.02727272727273,18.42727272727273,7.545454545454546,0.8863636363636364
1601899,31.181818181818183,58.81818181818182,74.02727272727273,18.42727272727273,7.545454545454546,0.8863636363636364
1601900,54.42857142857143,76.14285714285714,81.62857142857142,13.87142857142857,4.5,0.39285714285714285
1607345,47.8,75.7,61.11,33.00500000000001,5.870000000000001,0.9200000000000002
1611073,10.5,35.5,77.5,15.5,7.0,1.125
1611074,40.25,69.83333333333333,70.48333333333333,23.791666666666668,5.766666666666666,0.8874999999999998
1611075,40.25,69.83333333333333,70.48333333333333,23.791666666666668,5.766666666666666,0.8874999999999998
1611076,40.25,69.83333333333333,70.48333333333333,23.791666666666668,5.766666666666666,0.8874999999999998
1611077,39.15,67.05,87.155,7.6450000000000005,5.2,0.75
1611078,39.15,67.05,87.155,7.6450000000000005,5.2,0.75
1611079,39.15,67.05,87.155,7.6450000000000005,5.2,0.75
1700371,24.75,75.5,36.3,50.575,13.125,0.8125
1700372,96.5,152.0,68.05,21.95,10.0,0.5
1700374,44.4,76.53333333333333,76.01333333333334,9.720000000000002,14.266666666666667,0.85
1702604,44.63636363636363,79.72727272727273,34.24545454545454,34.845454545454544,30.90909090909091,0.8863636363636364
1702605,55.833333333333336,89.66666666666667,63.216666666666676,20.2,16.583333333333332,0.5416666666666666
1702606,26.0,46.0,91.21428571428571,4.071428571428571,4.714285714285714,1.1214285714285714
1702607,26.0,46.0,91.21428571428571,4.071428571428571,4.714285714285714,1.1214285714285714
1702608,28.0,47.0,74.67500000000001,15.325000000000001,10.0,0.9375
1702818,52.0,81.0,66.02857142857144,28.728571428571428,5.314285714285714,0.8428571428571427
1702820,38.666666666666664,72.5,40.0,54.0,6.0,1.1083333333333332
1702823,47.8,75.7,61.11,33.005,5.869999999999999,0.9199999999999999
1702827,51.25,92.5,84.175,14.0125,1.8125,10.71875
1702828,36.5,93.42857142857143,44.199999999999996,50.01428571428572,5.785714285714286,27.525000000000002
1702829,45.74074074074074,75.44444444444444,66.55925925925925,30.12592592592593,3.314814814814815,3.8499999999999996
1702850,43.333333333333336,85.05555555555556,62.26428571428572,28.985714285714288,8.75,17.47222222222222
1702851,47.827586206896555,80.86206896551724,65.992,26.560000000000006,7.4479999999999995,11.306896551724137
1702852,51.588235294117645,81.44117647058823,65.62758620689657,29.048275862068966,5.324137931034482,11.945588235294117
1702853,51.588235294117645,81.44117647058823,65.62758620689655,29.04827586206897,5.324137931034483,11.945588235294117
1702854,51.588235294117645,81.44117647058823,65.62758620689655,29.04827586206897,5.324137931034483,11.945588235294117
1702855,54.391304347826086,80.8695652173913,66.43809523809524,29.54285714285714,4.019047619047619,7.441304347826088
1702856,53.291666666666664,74.83333333333333,58.27916666666667,36.408333333333324,5.3125,5.171666666666667
1702857,51.75,71.83333333333333,49.48333333333333,44.56666666666667,5.95,6.14375
1702858,51.75,71.83333333333333,49.48333333333334,44.56666666666666,5.949999999999999,6.143750000000001
1702860,50.925925925925924,80.62962962962963,61.64583333333332,31.47916666666667,6.875,9.37962962962963
1702862,47.56521739130435,67.30434782608695,57.73499999999999,35.864999999999995,6.4,11.728260869565217
1702869,45.5,64.33333333333333,53.023333333333326,40.626666666666665,6.35,7.0873333333333335
1702870,42.473684210526315,59.421052631578945,51.0157894736842,43.37105263157895,5.613157894736842,4.8636842105263165
1702871,45.84615384615385,64.64102564102564,49.83589743589744,43.60512820512821,6.55897435897436,6.407692307692308
1702872,26.833333333333332,77.58333333333333,58.68333333333334,34.86666666666667,6.449999999999999,38.0625
1702873,54.166666666666664,107.5,44.166666666666664,48.333333333333336,7.5,26.041666666666668
1702874,51.23076923076923,78.38461538461539,72.2,18.8,9.0,0.6538461538461539
1702876,51.23076923076923,78.38461538461539,72.2,18.8,9.0,0.6538461538461539
1702878,51.23076923076923,78.38461538461539,72.2,18.8,9.0,0.6538461538461539
1702880,46.65,79.9,67.1,28.957894736842107,3.9421052631578943,4.5345
1702883,39.625,71.375,74.99999999999999,18.309523809523803,6.690476190476191,10.464583333333332
1702884,45.36666666666667,79.03333333333333,62.8576923076923,32.24999999999999,4.892307692307692,10.748000000000001
1703613,25.454545454545453,53.09090909090909,91.28181818181818,5.627272727272727,3.090909090909091,0.7727272727272727
1703709,43.10526315789474,69.78947368421052,75.9842105263158,15.884210526315792,8.131578947368421,0.7105263157894737
1703711,39.5,72.91666666666667,61.31,31.095000000000006,7.594999999999999,13.520833333333334
1711685,57.13333333333333,80.8,85.44666666666667,8.286666666666665,6.266666666666667,0.5666666666666667
1711686,52.0,81.0,66.02857142857144,28.728571428571428,5.314285714285714,0.8428571428571427
1711687,52.0,81.0,66.02857142857144,28.728571428571428,5.314285714285714,0.8428571428571427
1711688,52.0,81.0,66.02857142857144,28.728571428571428,5.314285714285714,0.8428571428571427
1711689,51.142857142857146,80.14285714285714,65.42857142857143,28.857142857142858,5.6000000000000005,1.0
1711697,49.23809523809524,87.76190476190476,31.55714285714286,47.89523809523809,20.54761904761905,9.955714285714285
2512321,102.0,152.0,20.75,61.75,17.5,4.375
2561670,33.76190476190476,68.42857142857143,51.13333333333334,32.72380952380952,16.142857142857142,1.4047619047619047
2561671,45.04347826086956,78.56521739130434,67.9608695652174,21.104347826086954,10.934782608695652,1.423913043478261
2561672,19.2,59.9,70.09,21.660000000000004,8.25,1.875
2561673,113.6,163.8,26.1,59.6,14.3,0.25
2561674,64.1,104.6,41.120000000000005,46.42999999999999,12.45,1.45
2561677,122.0,177.5,96.0,1.5,2.5,0.25
2561678,87.5,145.75,79.2,13.05,7.75,0.25
2561682,35.3,69.8,88.98,6.220000000000001,4.8,0.625
2561683,29.0,70.0,96.26666666666667,1.4833333333333334,2.25,0.875
2561684,20.5,53.9,82.81,11.89,5.3,0.575
2561685,34.666666666666664,66.0,94.3,1.5333333333333332,4.166666666666667,0.5833333333333334
2561686,27.0,80.6,12.86,70.64,16.5,1.1
2561687,28.75,66.75,80.30000000000001,12.825000000000001,6.875,0.9375
2561688,28.75,66.75,80.30000000000001,12.825000000000001,6.875,0.9375
2561689,27.0,80.6,12.86,70.64,16.5,1.1
2561691,47.93333333333333,96.53333333333333,77.82,14.01333333333333,8.166666666666666,0.7033333333333334
2561692,50.8,82.06666666666666,59.18,28.720000000000002,12.1,1.5333333333333334
2561693,55.53846153846154,94.76923076923077,66.09230769230768,22.215384615384615,11.692307692307692,0.8884615384615385
2561694,52.85,86.05,78.995,13.73,7.275,0.6625
2561695,48.46153846153846,83.53846153846153,80.9923076923077,12.738461538461538,6.269230769230769,0.7115384615384616
2561696,44.5,82.70833333333333,87.70416666666665,7.566666666666667,4.729166666666667,0.8541666666666666
2561697,37.05882352941177,78.3529411764706,91.4,4.629411764705883,3.9705882352941178,0.8970588235294118
2561698,33.30769230769231,75.61538461538461,93.11538461538461,3.730769230769231,3.1538461538461537,0.6923076923076923
2561699,24.444444444444443,68.66666666666667,93.8777777777778,2.4555555555555557,3.6666666666666665,0.8333333333333334
2561700,41.54545454545455,83.45454545454545,86.02727272727273,8.927272727272728,5.045454545454546,0.6590909090909091
2561701,41.54545454545455,83.45454545454545,86.02727272727272,8.927272727272728,5.045454545454546,0.6590909090909091
2561711,54.666666666666664,85.72222222222223,20.888888888888893,49.02777777777777,30.083333333333332,0.5972222222222222
2561712,58.92307692307692,91.92307692307692,22.007692307692306,46.646153846153844,31.346153846153847,0.4807692307692308
2561713,58.92307692307692,91.92307692307692,22.00769230769231,46.646153846153844,31.346153846153847,0.4807692307692308
2561714,54.92857142857143,79.78571428571429,24.985714285714288,45.08571428571428,29.928571428571427,0.44642857142857145
2561716,41.68181818181818,68.77272727272727,42.2590909090909,36.12727272727273,21.613636363636363,0.9090909090909091
2561717,32.666666666666664,55.22222222222222,22.15555555555555,49.23333333333332,28.61111111111111,0.5555555555555556
2561718,42.705882352941174,69.41176470588235,25.676470588235293,45.3235294117647,29.0,0.5147058823529411
2561721,102.0,152.0,20.75,61.75,17.5,4.375
2561722,66.25,117.75,56.75,33.125,10.125,2.25
2561727,59.5,82.75,46.80833333333333,32.48333333333333,20.708333333333332,0.5416666666666666
2561728,59.5,82.75,46.80833333333334,32.483333333333334,20.708333333333332,0.5416666666666666
2561729,59.5,82.75,46.80833333333334,32.483333333333334,20.708333333333332,0.5416666666666666
2561730,36.666666666666664,58.333333333333336,44.44444444444444,37.5,18.055555555555557,0.9722222222222222
2561731,71.75,117.5,74.7,18.925,6.375,0.625
2561732,71.75,117.5,74.7,18.925,6.375,0.625
2561733,52.470588235294116,94.88235294117646,81.70588235294116,11.617647058823527,6.676470588235294,1.1176470588235294
2561734,51.92307692307692,94.84615384615384,82.58461538461539,10.915384615384616,6.5,1.2115384615384615
2561735,46.166666666666664,91.0,80.88333333333334,12.783333333333333,6.333333333333333,0.875
2561736,45.0,100.0,87.89999999999999,8.1,4.0,0.5833333333333334
2561739,46.470588235294116,88.94117647058823,78.62941176470588,13.429411764705883,7.9411764705882355,1.338235294117647
2561743,45.2,84.8,58.85,27.4,13.75,1.125
2561744,45.2,84.8,58.85,27.4,13.75,1.125
2561745,45.2,84.8,60.98,25.369999999999997,13.65,1.025
2561747,45.18181818181818,81.63636363636364,57.645454545454555,28.85454545454546,13.5,1.3772727272727272
2561748,45.2,84.8,60.980000000000004,25.369999999999997,13.65,1.025
2561750,45.2,84.8,60.98,25.369999999999997,13.65,1.025
2561752,39.333333333333336,66.86666666666666,76.14,16.293333333333333,7.566666666666666,0.6833333333333333
2561753,35.785714285714285,65.64285714285714,79.98571428571427,13.549999999999999,6.464285714285714,0.6071428571428571
2561754,35.63636363636363,59.36363636363637,75.65454545454546,16.845454545454547,7.5,0.6136363636363636
2561755,28.77777777777778,53.0,76.95555555555555,15.822222222222223,7.222222222222222,0.6944444444444444
2561756,32.875,69.625,77.51875,14.918750000000001,7.5625,1.421875
2561757,48.44444444444444,86.48148148148148,75.00740740740741,16.640740740740743,8.351851851851851,1.3055555555555556
2561758,45.27777777777778,82.61111111111111,78.7,13.383333333333335,7.916666666666667,1.3888888888888888
2561759,52.666666666666664,103.33333333333333,16.333333333333332,62.0,21.666666666666668,2.533333333333333
2561760,124.5,152.0,96.0,1.5,2.5,0.25
2561768,36.2,91.2,19.52,60.48,20.0,3.12
2561770,68.5,113.66666666666667,56.300000000000004,34.11666666666667,9.583333333333334,2.9583333333333335
2561771,74.25,130.0,38.0,47.5,14.5,1.0
2561772,74.25,130.0,38.0,47.50000000000001,14.5,1.0
2561773,74.25,130.0,38.0,47.5,14.5,1.0
2561774,24.666666666666668,61.0,29.0,53.166666666666664,17.833333333333332,0.8333333333333334
2561775,36.5,82.9,46.379999999999995,37.82,15.8,0.925
2561776,36.5,82.9,46.379999999999995,37.82,15.8,0.925
2561777,59.285714285714285,96.92857142857143,75.19285714285715,15.914285714285715,8.892857142857142,0.6071428571428571
2561778,116.5,166.75,28.875,57.0,14.125,0.25
2561779,41.72727272727273,83.18181818181819,53.80909090909092,33.41818181818182,12.772727272727273,1.1818181818181819
2561780,47.785714285714285,97.64285714285714,71.56428571428572,20.22142857142857,8.214285714285714,1.1428571428571428
2561783,56.0,106.75,64.15,26.225,9.625,0.9375
2561784,56.0,106.75,64.15,26.225,9.625,0.9375
2561785,56.0,106.75,64.15,26.225,9.625,0.9375
2561786,59.375,100.0,68.29374999999999,21.174999999999997,10.53125,0.625
2561787,59.375,100.0,68.29375000000002,21.175,10.53125,0.625
2561788,50.666666666666664,96.33333333333333,72.45,18.05,9.5,0.6666666666666666
2561789,57.6875,96.6875,66.76874999999998,21.91875,11.3125,0.76875
2561790,85.33333333333333,121.66666666666667,71.60000000000001,18.566666666666666,9.833333333333334,0.25
2561791,55.1578947368421,92.89473684210526,77.23684210526315,14.81578947368421,7.947368421052632,0.6973684210526315
2561792,30.22222222222222,73.33333333333333,74.44444444444444,16.277777777777782,9.277777777777779,3.2222222222222223
2561793,63.6,104.0,47.0,39.6,13.4,3.45
2561794,57.0,104.0,60.419999999999995,29.579999999999995,10.0,1.85
2561795,102.0,152.0,26.5,53.5,20.0,2.0
2561796,41.05555555555556,83.55555555555556,86.0,8.63888888888889,5.361111111111111,0.7361111111111112
2561797,64.25,102.25,45.725,39.275,15.0,1.1875
2561814,35.733333333333334,80.6,79.22666666666667,14.106666666666667,6.666666666666667,2.3
2561815,50.125,100.875,87.5625,7.5625,4.875,0.90625
2561817,39.0,77.0,61.15,26.9125,11.9375,1.21875
2561819,53.0,114.0,62.4,24.6,13.0,0.25
2561820,53.0,114.0,62.4,24.6,13.0,0.25
2561821,73.28571428571429,110.57142857142857,56.814285714285724,30.4,12.785714285714286,0.7857142857142857
2561822,85.33333333333333,121.66666666666667,71.60000000000001,18.566666666666666,9.833333333333334,0.25
2561824,39.86666666666667,80.73333333333333,88.56666666666666,6.933333333333334,4.5,0.95
2561826,37.75,79.625,66.66250000000001,21.150000000000002,12.1875,1.46875
2561829,36.2,91.2,19.52,60.48,20.0,3.12
2639430,102.0,152.0,15.0,70.0,15.0,0.25
2639431,40.333333333333336,91.66666666666667,80.18333333333334,12.483333333333334,7.333333333333333,3.6666666666666665
2639432,39.583333333333336,93.66666666666667,78.15,14.641666666666666,7.208333333333333,1.1500000000000001
2639435,45.0,100.0,87.89999999999999,8.1,4.0,0.5833333333333334
